"i1","i2","i3","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","Y"
"0","0","0",0.785883966866648,1.16195121923509,-1.05478536770358,0.184894396105661,0.225531327407365,-1.71095329386187,0.2479241736717,-0.771675805368901,-0.803605033279359,-1.94704096459215,-0.811697343415725,1.73121450634436,"0"
"0","0","0",0.701085511098959,-1.8714109297322,-1.12725604049192,0.704193418123304,-0.578316472224159,-0.21551784870373,1.18679842621385,0.218797291687781,-0.652991686237115,2.95476059857234,-0.979251188239395,-0.773665619377518,"0"
"0","0","0",-1.11128383305319,-1.42981169616249,0.584744339497381,0.046117451284138,-0.474646259017375,-1.30489694700209,0.405184613919079,0.716120115835194,-0.677601391260791,-0.0528169272549537,1.14003495395063,0.0792882960538405,"0"
"0","0","0",-0.908393917204218,2.17331809487455,-0.468141407377293,0.535028757783016,0.68054240670293,0.656213628964119,-0.0613169848773873,-0.370998802850369,-0.93802544438863,1.56710947374661,-0.88595117109202,-0.248787751475454,"0"
"0","0","0",0.293295799510388,-1.19370860678358,-0.922191624913314,0.556582732883048,-1.42440834912171,0.628183106191712,-0.45030727915564,-0.0459239897265335,-0.302618003986908,1.03119275539705,-0.852962575012472,1.90701548307601,"0"
"0","0","0",-0.303152792715695,-0.304971389984026,-0.742338948056428,-0.217930766226411,0.86293141905601,0.389498065987628,1.25103307078916,-0.0514840640209854,-1.4155688133244,-1.06992852859023,1.7652437411603,-3.12212800448631,"0"
"0","0","0",-0.29723468319405,0.741512688121513,1.62028540139049,-0.0200612681168219,0.451301466610958,0.236336172646591,1.99924733767878,-0.908966043653274,-0.310873843773983,1.88494895685186,-0.780243243098026,-1.545936647665,"0"
"0","0","0",-0.792890643827063,-1.07545940758929,2.10686402064314,0.637860777612587,0.691349044173719,0.0266684822909584,-0.412755620312944,-1.44697462803397,0.420682682412149,-0.881549463291021,-1.60794831216702,1.24086647808089,"0"
"0","0","0",0.336158015481207,0.125549210199485,0.00272503114484569,0.0654313748075694,-1.27291805799985,2.54146417713924,0.132266438835929,0.577170887178586,0.651875442040147,0.543158695752561,0.0310996638603636,-0.510236182127996,"0"
"0","0","0",0.56237777323364,-0.420254151498889,1.21665642603858,-0.553601894406974,1.82340013585356,-0.530656272186494,1.68446004721152,0.111734537210533,0.753088004895984,1.91295946078606,-1.18017166937754,-1.05983154605154,"0"
"0","0","0",-1.7850976017368,1.40652772655777,1.14726675483845,-0.263810217547898,-1.23778866814113,-1.71200570779628,0.126331947446753,0.176910650107864,-0.868786350509306,-0.29128628743478,-0.0644187782065476,-0.0246986175683228,"0"
"0","0","0",-0.0603625864270096,-1.7805186931248,-0.640727138526605,0.114203694056226,0.944843194326942,-0.928403019327467,-0.492343237160045,0.785501968633534,1.29614573172603,0.865141719254941,-0.350951600956763,-0.269848156348999,"0"
"0","0","0",-0.16773837986125,0.0990910443619131,1.73586832140249,-0.490437412812291,-1.41299058422213,-1.68277124650339,-1.2860824223717,0.280094706728717,0.755195325171149,0.0892552888762769,-1.36025428924832,1.45219182227933,"0"
"0","0","0",0.372063844505182,-0.166412441581249,0.764021588284436,-0.15619151508323,0.390059602989217,0.201251220312456,-1.13980679798493,-0.508370554056433,0.974453196438855,1.67335618509999,-1.41162253113901,0.131796771035371,"0"
"0","0","0",0.00629207965466908,-0.761972648872668,1.34549016012791,-0.333941382797212,0.686722250616049,0.12532986232002,-0.071884498384629,-0.0661290355296014,2.37952064042416,-0.374906649547621,-0.763400279354494,0.194724546664002,"0"
"0","0","0",1.25116156492262,0.666124697481383,-0.506586877860636,0.0303746710164471,0.0828000330470467,-2.11473701450348,2.60684472928785,-0.741746966105245,-0.974652536464351,-0.345760927479871,0.477624464746113,-0.475908271663982,"0"
"0","0","0",1.18356092539829,1.07336692817098,-0.973191818177505,0.245042425437186,0.344699569956797,-1.1922117946481,0.095545806543896,-0.847068321070746,-0.499112724700212,0.630357863092705,-0.0942928528045105,-0.336707017468696,"0"
"0","0","0",1.04601584326031,-0.346831584962974,0.135969941262608,0.332354834700727,-0.924944065020129,-1.02702600212646,0.530859634936695,-0.942669087341168,-0.568457837699337,0.658846169769377,1.42903854737137,-0.210498812051087,"0"
"0","0","0",-0.0975627728105898,0.587293740348133,0.0257555025558508,0.467130640276588,0.251614546684913,0.486857509611879,-0.26248634575982,-0.293219067874655,-0.768666967908573,-1.05124888491623,-0.482400237153967,-1.84883554710618,"0"
"0","0","0",-0.991614264092921,0.841105202298936,-0.79888780310929,-0.177566078370718,0.0686809703770078,-1.65644438090571,1.8107790750971,0.0280375288767302,0.640710440045324,0.758558771191894,-0.227076729934489,-0.538215520332726,"0"
"0","0","0",0.0155809139608966,-0.378024258360336,-0.689568694731666,-0.400076476094847,1.42354908684387,-1.3764670049218,1.14134349622057,0.656481785050376,-0.946123383457133,0.323049067985916,-1.38096913458715,-0.946008335672204,"0"
"0","0","0",0.0384840852382255,-2.45277764240146,-0.442784645650585,-0.398490370580528,1.69628220733019,-1.10365934005176,-0.108878193485365,2.7166164308207,0.38510588610403,0.987305216792254,1.46890176154217,-0.236152324485811,"0"
"0","0","0",-0.625435393777565,-1.39180017089224,0.371825533461953,0.951068716510512,-1.24887397693264,-0.38484701488499,-1.46902787145167,0.375455516749929,-0.537364750702166,-1.20020324647256,-1.44900146209928,-0.0708694872373857,"0"
"0","0","0",0.964897492364574,-0.835624598474267,0.695869095834796,0.221613464203625,-1.46435587433911,1.3556432941641,1.76721406713817,0.895943418240625,0.508803486466482,-0.0224072487685185,-0.376391770999487,0.890936262064536,"0"
